EA_TUNNUS;LAHIN_TSA;NIMI_FI;EANIMI_FI;TIE;TIEOSA;ETAISYYS;X;Y;MUNICIPALITY
C0852209;8003;Tie 5 Lapinlahti;Tienpinta;5;214;478;7028151;519522;Lapinlahti
C0852301;7011;Tie 9 Tohmajärvi;Niiralaan;9;358;2282;6903434;674727;Tohmajärvi
C0852302;7011;Tie 9 Tohmajärvi;Tohmajärvi;9;358;2282;6903434;674727;Tohmajärvi
C0852401;8066;Tie 5 Kuopio, Päiväranta;Siilinjärvi;5;201;3496;6977872;534263;Kuopio
C0852402;8066;Tie 5 Kuopio, Päiväranta;Mikkeli;5;201;3496;6977872;534263;Kuopio
C0852409;8066;Tie 5 Kuopio, Päiväranta;Tienpinta;5;201;3496;6977872;534263;Kuopio
C0852501;7006;Tie 6 Juuka, Ahmovaara;Kajaaniin;6;409;7617;6998811;631752;Juuka
C0852502;7006;Tie 6 Juuka, Ahmovaara;Joensuuhun;6;409;7617;6998811;631752;Juuka
C0852503;7006;Tie 6 Juuka, Ahmovaara;Kolille;6;409;7617;6998811;631752;Juuka
C0852601;8007;Tie 77 Keitele;Siilinjärvellle;77;20;13;7006504;466504;Keitele
C0852602;8007;Tie 77 Keitele;Viitasaarelle;77;20;13;7006504;466504;Keitele
C0852603;8007;Tie 77 Keitele;Tie 6570 Tossavanlahdelle;77;20;13;7006504;466504;Keitele
C0852604;8007;Tie 77 Keitele;Tie 552 Vesannolle;77;20;13;7006504;466504;Keitele
C0852609;8007;Tie 77 Keitele;Tienpinta;77;20;13;7006504;466504;Keitele
C0852701;8008;Tie 75 Hankamäki;Nurmekseen;75;12;3257;7024318;572794;Rautavaara
C0852702;8008;Tie 75 Hankamäki;Siilinjärvelle;75;12;3257;7024318;572794;Rautavaara
C0852709;8008;Tie 75 Hankamäki;Tienpinta;75;12;3257;7024318;572794;Rautavaara
C0852801;8011;Tie 9 Kuopio, Vartiala;Joensuuhun;9;330;6726;6978408;553060;Kuopio
C0852802;8011;Tie 9 Kuopio, Vartiala;Kuopioon;9;330;6726;6978408;553060;Kuopio
C0852809;8011;Tie 9 Kuopio, Vartiala;tienpinta;9;330;6726;6978408;553060;Kuopio
C0852901;6008;Tie 23 Liperi, Kaatamo;Joensuuhun;23;416;429;6938925;610300;Liperi
C0852902;6008;Tie 23 Liperi, Kaatamo;Varkauteen;23;416;429;6938925;610300;Liperi
C0852909;6008;Tie 23 Liperi, Kaatamo;Tienpinta;23;416;429;6938925;610300;Liperi
C0853001;7003;Tie 9 Outokumpu, Ulla;Kuopioon;9;343;56;6953770;600319;Outokumpu
C0853002;7003;Tie 9 Outokumpu, Ulla;Joensuuhun;9;343;56;6953770;600319;Outokumpu
C0853009;7003;Tie 9 Outokumpu, Ulla;tienpinta;9;343;56;6953770;600319;Outokumpu
C0853101;7009;Tie 9 Joensuu, Noljakka;Joensuuhun;9;353;1928;6946025;639989;Joensuu
C0853102;7009;Tie 9 Joensuu, Noljakka;Kuopioon;9;353;1928;6946025;639989;Joensuu
C0853109;7009;Tie 9 Joensuu, Noljakka;Tienpinta;9;353;1928;6946025;639989;Joensuu
C0853201;8002;Tie 23 Soisalo;Joensuuhun;23;405;1109;6920104;560222;Leppävirta
C0853202;8002;Tie 23 Soisalo;Varkauteen;23;405;1109;6920104;560222;Leppävirta
C0853209;8002;Tie 23 Soisalo;Tienpinta;23;405;1109;6920104;560222;Leppävirta
C0853301;8005;Tie 5 Räimä;Iisalmeen;5;205;2572;6990218;533432;Siilinjärvi
C0853302;8005;Tie 5 Räimä;Kuopioon;5;205;2572;6990218;533432;Siilinjärvi
C0853309;8005;Tie 5 Räimä;Tienpinta;5;205;2572;6990218;533432;Siilinjärvi
C0853401;8015;Tie 569 Kaavi;Juankoskelle;569;1;12;6984052;573452;Kaavi
C0853402;8015;Tie 569 Kaavi;Riistavedelle;569;1;12;6984052;573452;Kaavi
C0853403;8015;Tie 569 Kaavi;Kaaville;569;1;12;6984052;573452;Kaavi
C0853409;8015;Tie 569 Kaavi;Tienpinta;569;1;12;6984052;573452;Kaavi
C0853501;8012;Tie 536 Kuopio, Vehmersalmi;Vehmersalmelle;536;7;3365;6960063;550992;Kuopio
C0853502;8012;Tie 536 Kuopio, Vehmersalmi;Leppävirralle;536;7;3365;6960063;550992;Kuopio
C0853504;8012;Tie 536 Kuopio, Vehmersalmi;Tie 16401 Ritoniemeen;536;7;3365;6960063;550992;Kuopio
C0853509;8012;Tie 536 Kuopio, Vehmersalmi;Tienpinta;536;7;3365;6960063;550992;Kuopio
C0853601;8004;Tie 5 Iisalmi;Kajaaniin;5;217;2115;7046229;512388;Iisalmi
C0853602;8004;Tie 5 Iisalmi;Kuopioon;5;217;2115;7046229;512388;Iisalmi
C0853609;8004;Tie 5 Iisalmi;Tienpinta;5;217;2115;7046229;512388;Iisalmi
C0853701;8003;Tie 5 Lapinlahti, Alapitkä;Iisalmeen;5;209;2057;7009405;526545;Lapinlahti
C0853702;8003;Tie 5 Lapinlahti, Alapitkä;Kuopioon;5;209;2057;7009405;526545;Lapinlahti
C0853801;8020;Tie 5 Kuopio, Siikalahti;Iisalmeen;5;160;43;6972913;532334;Kuopio
C0853802;8020;Tie 5 Kuopio, Siikalahti;Varkauteen;5;160;43;6972913;532334;Kuopio
C0853803;8020;Tie 5 Kuopio, Siikalahti;Savilahdelle;5;160;43;6972913;532334;Kuopio
C0853804;8020;Tie 5 Kuopio, Siikalahti;Tasavallankatu;5;160;43;6972913;532334;Kuopio
C0853809;8020;Tie 5 Kuopio, Siikalahti;Tienpinta;5;160;43;6972913;532334;Kuopio
C0853901;8008;Tie 75 Nilsiä, Pajulahti;Nurmekseen;75;4;46;7001700;543440;Kuopio
C0853902;8008;Tie 75 Nilsiä, Pajulahti;Siilinjärvelle;75;4;46;7001700;543440;Kuopio
C0853909;8008;Tie 75 Nilsiä, Pajulahti;Tienpinta;75;4;46;7001700;543440;Kuopio
C0854001;7008;Tie 74 Joensuu, Heinävaara;Ilomantsiin;74;5;7292;6940495;663107;Joensuu
C0854002;7008;Tie 74 Joensuu, Heinävaara;Joensuuhun;74;5;7292;6940495;663107;Joensuu
C0854101;7002;Tie 6 Kitee, Kesälahti;Joensuuhun;6;333;922;6866245;647570;Kitee
C0854102;7002;Tie 6 Kitee, Kesälahti;Lappeenrantaan;6;333;922;6866245;647570;Kitee
C0854109;7002;Tie 6 Kitee, Kesälahti;Tienpinta;6;333;922;6866245;647570;Kitee
C0854200;8012;Tie 9 Kuopio, Jännevirta;;9;329;0;6982679;542090;Kuopio
C0854301;7005;Tie 6 Onkamo;Joensuuhun;6;342;5151;6912730;661876;Tohmajärvi
C0854302;7005;Tie 6 Onkamo;Lappeenrantaan;6;342;5151;6912730;661876;Tohmajärvi
C0854304;7005;Tie 6 Onkamo;Tohmajärvelle;6;342;5151;6912730;661876;Tohmajärvi
C0854309;7005;Tie 6 Onkamo;Tienpinta;6;342;5151;6912730;661876;Tohmajärvi
C0854401;8001;Tie 551 Karttula, Pihkainmäki;Karttulaan;551;4;0;6968133;517386;Kuopio
C0854402;8001;Tie 551 Karttula, Pihkainmäki;Kuopioon;551;4;0;6968133;517386;Kuopio
C0854403;8001;Tie 551 Karttula, Pihkainmäki;Itä-Karttulaan;551;4;0;6968133;517386;Kuopio
C0854501;8008;Tie 87 Rautavaara;Nurmekseen;87;13;198;7041453;564789;Rautavaara
C0854502;8008;Tie 87 Rautavaara;Rautavaaralle;87;13;198;7041453;564789;Rautavaara
C0854509;8008;Tie 87 Rautavaara;Tienpinta;87;13;198;7041453;564789;Rautavaara
C0854601;7001;Tie 6 Kontiolahti, Uuro;Kontiolahdelle;6;403;18;6957334;646090;Kontiolahti
C0854602;7001;Tie 6 Kontiolahti, Uuro;Joensuuhun;6;403;18;6957334;646090;Kontiolahti
C0854603;7001;Tie 6 Kontiolahti, Uuro;Enoon;6;403;18;6957334;646090;Kontiolahti
C0854604;7001;Tie 6 Kontiolahti, Uuro;Kontioniemelle;6;403;18;6957334;646090;Kontiolahti
C0854701;7018;Tie 6 Pyhäselkä, Reijola;Joensuuhun;6;348;1113;6936588;647267;Joensuu
C0854702;7018;Tie 6 Pyhäselkä, Reijola;Imatralle;6;348;1113;6936588;647267;Joensuu
C0854709;7018;Tie 6 Pyhäselkä, Reijola;Tienpinta;6;348;1113;6936588;647267;Joensuu
C0854801;7009;Tie 504 Polvijärvi;Polvijarvelle;504;6;6329;6970857;618978;Polvijärvi
C0854802;7009;Tie 504 Polvijärvi;Outokumpuun;504;6;6329;6970857;618978;Polvijärvi
C0854803;7009;Tie 504 Polvijärvi;Joensuuhun;504;6;6329;6970857;618978;Polvijärvi
C0854804;7009;Tie 504 Polvijärvi;Maarianvaara;504;6;6329;6970857;618978;Polvijärvi
C0854901;7014;Tie 6 Pyhäselkä, Honkavaara;Joensuuhun;6;345;6073;6926361;656724;Joensuu
C0854902;7014;Tie 6 Pyhäselkä, Honkavaara;Imatralle;6;345;6073;6926361;656724;Joensuu
C0854909;7014;Tie 6 Pyhäselkä, Honkavaara;Tienpinta;6;345;6073;6926361;656724;Joensuu
C0855002;12009;Tie 88 Vieremä, Isomäki;Pyhännälle;88;25;144;7087098;486767;Vieremä
C0855100;8018;Tie 87 Sonkajärvi, Koirako;Sonkajärvelle;87;8;2568;7053432;539702;Sonkajärvi
C0855201;7005;Tie 482 Rääkkylä, Rasivaara;Kiteelle;482;5;30;6907179;642615;Rääkkylä
C0855202;7005;Tie 482 Rääkkylä, Rasivaara;Liperiin;482;5;30;6907179;642615;Rääkkylä
C0855204;7005;Tie 482 Rääkkylä, Rasivaara;Tie 484 Hammaslahteen;482;5;30;6907179;642615;Rääkkylä
C0855209;7005;Tie 482 Rääkkylä, Rasivaara;Tienpinta;482;5;30;6907179;642615;Rääkkylä
C0855301;7001;Tie 6 Kontiolahti, Varpara;Kajaaniin;6;404;4336;6968645;644656;Kontiolahti
C0855302;7001;Tie 6 Kontiolahti, Varpara;Joensuuhun;6;404;4336;6968645;644656;Kontiolahti
C0855309;7001;Tie 6 Kontiolahti, Varpara;Tienpinta;6;404;4336;6968645;644656;Kontiolahti
C0855400;7011;Tie 9 Niirala_raja_Venäjä;Suomeen saapuva liikenne;9;361;3521;6898663;688177;Tohmajärvi
C0855500;7011;Tie 9 Niirala_raja_Suomi;Suomesta lähtevä liikenne;9;361;4429;6898481;689035;Tohmajärvi
C0855601;8066;Tie 5 Päiväranta silta;Siilinjärvi;5;202;10;6978432;533896;Kuopio
C0855602;8066;Tie 5 Päiväranta silta;Mikkeli;5;202;10;6978432;533896;Kuopio
C0855609;8066;Tie 5 Päiväranta silta;Tienpinta;5;202;10;6978432;533896;Kuopio
C0855701;8066;Tie 5 Tikkalansaari;Siilinjärvi;5;202;1470;6979845;534061;Kuopio
C0855702;8066;Tie 5 Tikkalansaari;Mikkeli;5;202;1470;6979845;534061;Kuopio
C0855709;8066;Tie 5 Tikkalansaari;Tienpinta;5;202;1470;6979845;534061;Kuopio
C0855801;8042;Tie 5 Sorsasalo;Siilinjärvi;5;202;3105;6981155;535003;Kuopio
C0855802;8042;Tie 5 Sorsasalo;Mikkeli;5;202;3105;6981155;535003;Kuopio
C0855809;8042;Tie 5 Sorsasalo;Tienpinta;5;202;3105;6981155;535003;Kuopio
C0855901;8042;Tie 5 Vuorela;Siilinjärvi;5;203;80;6982793;535787;Kuopio
C0855902;8042;Tie 5 Vuorela;Mikkeli;5;203;80;6982793;535787;Kuopio
C0855909;8042;Tie 5 Vuorela;Tienpinta;5;203;80;6982793;535787;Kuopio
C0855910;8042;Tie 5 Vuorela;pysäkki1;5;203;80;6982793;535787;Kuopio
C0855911;8042;Tie 5 Vuorela;pysäkki2;5;203;80;6982793;535787;Kuopio
C0856001;8042;Tie 5 Rissala;Siilinjärvi;5;203;1903;6984603;535895;Kuopio
C0856002;8042;Tie 5 Rissala;Mikkeli;5;203;1903;6984603;535895;Kuopio
C0856009;8042;Tie 5 Rissala;Tienpinta;5;203;1903;6984603;535895;Kuopio
C0856100;8042;Tie 9 Vuorela;Ympyrä;9;327;52;6982738;535869;Kuopio
C0856101;8042;Tie 9 Vuorela;Joensuuhun;9;327;52;6982738;535869;Kuopio
C0856110;8042;Tie 9 Vuorela;pysäkki1;9;327;52;6982738;535869;Kuopio
C0856111;8042;Tie 9 Vuorela;pysäkki2;9;327;52;6982738;535869;Kuopio
C0856112;8042;Tie 9 Vuorela;pysäkki3;9;327;52;6982738;535869;Kuopio
C0856113;8042;Tie 9 Vuorela;pysäkki4;9;327;52;6982738;535869;Kuopio
C0857201;8072;Tie 5 Pihlajaharju;Siilinjärvi;5;201;2496;6976896;534372;Kuopio
C0857202;8072;Tie 5 Pihlajaharju;Mikkeli;5;201;2496;6976896;534372;Kuopio
C0857209;8072;Tie 5 Pihlajaharju;Tienpinta;5;201;2496;6976896;534372;Kuopio
C0857301;8005;Tie 75 Siilinjärvi1;Nurmekseen;75;1;597;6994355;533427;Siilinjärvi
C0857302;8005;Tie 75 Siilinjärvi1;Tie 5:lle päin;75;1;597;6994355;533427;Siilinjärvi
C0857309;8005;Tie 75 Siilinjärvi1;Tienpinta;75;1;597;6994355;533427;Siilinjärvi
C0857401;8005;Tie 75 Siilinjärvi2;Nurmekseen;75;1;995;6994508;533797;Siilinjärvi
C0857402;8005;Tie 75 Siilinjärvi2;Tie 5:lle päin;75;1;995;6994508;533797;Siilinjärvi
C0857409;8005;Tie 75 Siilinjärvi2;Tienpinta;75;1;995;6994508;533797;Siilinjärvi
C0857502;7008;Tie 74 Ilomantsi;Joensuuhun;74;14;2401;6955469;702171;Ilomantsi
C0857503;7008;Tie 74 Ilomantsi;Tie 522 Hattuvaaraan;74;14;2401;6955469;702171;Ilomantsi
C0857504;7008;Tie 74 Ilomantsi;Tie 514 Enoon;74;14;2401;6955469;702171;Ilomantsi
C0857509;7008;Tie 74 Ilomantsi;Tie 74 Tienpinta;74;14;2401;6955469;702171;Ilomantsi
C0857601;7018;Tie 6 Joensuu, Repokallio;Joensuuhun;6;349;3669;6943164;644461;Joensuu
C0857602;7018;Tie 6 Joensuu, Repokallio;Imatralle;6;349;3669;6943164;644461;Joensuu
C0857603;7018;Tie 6 Joensuu, Repokallio;Tie 74 Ilomantsiin;6;349;3669;6943164;644461;Joensuu
C0857604;7018;Tie 6 Joensuu, Repokallio;Tie 74 Hukanhautaan;6;349;3669;6943164;644461;Joensuu
C0857609;7018;Tie 6 Joensuu, Repokallio;Tienpinta;6;349;3669;6943164;644461;Joensuu
C0857701;8019;Tie 551 Vesanto;Vesannolle;551;15;1767;6977626;468979;Vesanto
C0857703;8019;Tie 551 Vesanto;Kuvatus;551;15;1767;6977626;468979;Vesanto
C0857705;8019;Tie 551 Vesanto;VesannolleHighRes;551;15;1767;6977626;468979;Vesanto
C0857801;8004;Tie 5 Iisalmi, Ryhälänmäki;Kajaaniin;5;219;5700;7059842;514122;Iisalmi
C0857901;8010;Tie 27 Iisalmi, Kiuruvesi;Kalajoelle;27;25;4206;7054045;492231;Iisalmi
C0857905;8010;Tie 27 Iisalmi, Kiuruvesi;Kalajoelle;27;25;4206;7054045;492231;Iisalmi
C0858001;15101;Tie 573 Iisalmi, Haukimäki;;563;6;95;7036667;499698;Iisalmi
C0858101;15101;Tie 577 Lapinlahti, Varpaisjärvi;Nilsiään;577;7;125;7025149;538395;Lapinlahti
C0858201;15101;Tie5862 Sonkajärvi;Sonkajärvi;5862;6;39;7069483;539684;Sonkajärvi
C0858205;15101;Tie5862 Sonkajärvi;Sonkajärvi;5862;6;39;7069483;539684;Sonkajärvi
C0858301;7003;Tie 573 Maarianvaara;Kaaviin;573;4;7105;6970226;595737;Kaavi
C0858302;7003;Tie 573 Maarianvaara;Outokumpuun;573;4;7105;6970226;595737;Kaavi
C0858304;7003;Tie 573 Maarianvaara;Tie 502 Polvijärvelle;573;4;7105;6970226;595737;Kaavi
C0858309;7003;Tie 573 Maarianvaara;Tienpinta;573;4;7105;6970226;595737;Kaavi
C0858401;7004;Tie 73 Lieksa;Lieksaan;73;17;5172;7021990;653957;Lieksa
C0858402;7004;Tie 73 Lieksa;Joensuuhun;73;17;5172;7021990;653957;Lieksa
C0858409;7004;Tie 73 Lieksa;Tienpinta;73;17;5172;7021990;653957;Lieksa
C0858501;8010;;Kalajoelle;27;20;6523;;;Kiuruvesi
C0858502;8010;;Iisalmeen;27;20;6523;;;Kiuruvesi
C0858509;8010;;tienpinta;27;20;6523;;;Kiuruvesi
C0950101;9018;Tie 4 Petomäki;Ouluun;4;310;4400;6950342;436329;Äänekoski
C0950102;9018;Tie 4 Petomäki;Jyväskylään;4;310;4400;6950342;436329;Äänekoski
C0950201;9005;Tie 24 Kuhmoinen, Patavesi;Jämsään;24;17;2400;6831100;406767;Kuhmoinen
C0950202;9005;Tie 24 Kuhmoinen, Patavesi;Lahteen;24;17;2400;6831100;406767;Kuhmoinen
C0950301;9002;Tie 9 Muurame;Jyväskylään;9;232;4400;6885744;428547;Muurame
C0950401;9007;Tie 9 Laukaa, Metsolahti;Lievestuoreen;9;305;100;6902662;453357;Laukaa
C0950402;9007;Tie 9 Laukaa, Metsolahti;Jyväskylään;9;305;100;6902662;453357;Laukaa
C0950501;9011;Tie 9 Hankasalmi, Nälkämäki;Kuopioon;9;310;3200;6913951;477635;Hankasalmi
C0950502;9011;Tie 9 Hankasalmi, Nälkämäki;Jyväskylään;9;310;3200;6913951;477635;Hankasalmi
C0950509;9011;Tie 9 Hankasalmi, Nälkämäki;Tienpinta;9;310;3200;6913951;477635;Hankasalmi
C0950601;9006;Tie 4 Äänekoski, Hirvaskan;Ouluun;4;306;3100;6932260;432432;Äänekoski
C0950602;9006;Tie 4 Äänekoski, Hirvaskan;Etelään;4;306;3100;6932260;432432;Äänekoski
C0950609;9006;Tie 4 Äänekoski, Hirvaskan;Tienpinta;4;306;3100;6932260;432432;Äänekoski
C0950701;9001;Tie 4 Vestonmaki;Jyväskylään;4;227;2100;6880285;450425;Toivakka
C0950702;9001;Tie 4 Vestonmaki;Lahteen;4;227;2100;6880285;450425;Toivakka
C0950709;9001;Tie 4 Vestonmaki;Tienpinta;4;227;2100;6880285;450425;Toivakka
C0950901;9013;Tie 4 Joutsa;Jyväskylään;4;222;0;6850908;452283;Joutsa
C0950902;9013;Tie 4 Joutsa;Lahteen;4;222;0;6850908;452283;Joutsa
C0951002;9014;Tie 4 Vaajakoski;Lahteen;4;233;79;6902068;441381;Jyväskylä
C0951101;9014;Tie 9 Jyväskylä, Pumperi;Jyväskylään;9;235;2725;6898411;433437;Jyväskylä
C0951102;9014;Tie 9 Jyväskylä, Pumperi;Jämsään;9;235;2725;6898411;433437;Jyväskylä
C0951200;9016;Tie 9 Jämsä, Himos;Rinne;9;226;150;6862923;409858;Jämsä
C0951201;9016;Tie 9 Jämsä, Himos;Jyväskylään;9;226;150;6862923;409858;Jämsä
C0951202;9016;Tie 9 Jämsä, Himos;Jämsään;9;226;150;6862923;409858;Jämsä
C0951301;9008;Tie 4 Taimoniemi;Ouluun;4;319;9200;7001481;437900;Viitasaari
C0951302;9008;Tie 4 Taimoniemi;Jyväskylään;4;319;9200;7001481;437900;Viitasaari
C0951309;9008;Tie 4 Taimoniemi;Tienpinta;4;319;9200;7001481;437900;Viitasaari
C0951401;9009;Tie 13 Humppi;Saarijärvelle;13;127;75;6979335;390229;Karstula
C0951402;9009;Tie 13 Humppi;Kokkolaan;13;127;75;6979335;390229;Karstula
C0951409;9009;Tie 13 Humppi;Tienpinta;13;127;75;6979335;390229;Karstula
C0951501;9019;Tie 4 Puuppola;Ouluun;4;302;4360;6912653;432918;Jyväskylä
C0951502;9019;Tie 4 Puuppola;Jyväskylään;4;302;4360;6912653;432918;Jyväskylä
C0951601;9003;Tie 18 Petäjävesi, Kintaus;Jyväskylään;18;46;3160;6905416;413766;Petäjävesi
C0951602;9003;Tie 18 Petäjävesi, Kintaus;Keuruulle;18;46;3160;6905416;413766;Petäjävesi
C0951801;9017;Tie 9 Jämsä, Partalanmäki;Jämsään;9;219;2600;6858265;402232;Jämsä
C0951802;9017;Tie 9 Jämsä, Partalanmäki;Orivedelle;9;219;2600;6858265;402232;Jämsä
C0951809;9017;Tie 9 Jämsä, Partalanmäki;Tienpinta;9;219;2600;6858265;402232;Jämsä
C0951901;9012;Tie 18 Väätäiskylä;;18;35;70;6942068;376419;Multia
C0951902;9012;Tie 18 Väätäiskylä;;18;35;70;6942068;376419;Multia
C0952001;9019;Tie 4 Palokka;Ouluun;4;301;5992;6907173;433620;Jyväskylä
C0952002;9019;Tie 4 Palokka;Jyväskylään;4;301;5992;6907173;433620;Jyväskylä
C0952009;9019;Tie 4 Palokka;Tienpinta;4;301;5992;6907173;433620;Jyväskylä
C0952101;8009;Tie 69 Konnevesi, Istunmäki;Rautalampi;69;12;50;6952656;472497;Konnevesi
C0952102;8009;Tie 69 Konnevesi, Istunmäki;Aanekoski;69;12;50;6952656;472497;Konnevesi
C0952201;4023;Tie 58 Mänttä;Keuruulle;58;17;4167;6878987;379318;Mänttä
C0952202;4023;Tie 58 Mänttä;Orivedelle;58;17;4167;6878987;379318;Mänttä
C0952301;9012;Tie 23 Haapamäki;Keuruulle;23;216;1550;6905013;367816;Keuruu
C0952302;9012;Tie 23 Haapamäki;Virroille;23;216;1550;6905013;367816;Keuruu
C0952401;9010;Tie 58 Hannonsalmi, Kivijärvi;Kivijärvelle;58;44;25;7002107;400298;Kivijärvi
C0952402;9010;Tie 58 Hannonsalmi, Kivijärvi;Karstulaan;58;44;25;7002107;400298;Kivijärvi
C0952501;9009;Tie 13 Saarijärvi;Jyväskylään;13;134;2430;6952894;412689;Saarijärvi
C0952502;9009;Tie 13 Saarijärvi;Saarijärvelle;13;134;2430;6952894;412689;Saarijärvi
C0952509;9009;Tie 13 Saarijärvi;Tienpinta;13;134;2430;6952894;412689;Saarijärvi
C1050101;10014;Tie 19 Nurmo;Lapualle;19;7;2094;6971560;290960;Nurmo
C1050102;10014;Tie 19 Nurmo;Seinäjoelle;19;7;2094;6971560;290960;Nurmo
C1050109;10014;Tie 19 Nurmo;Tienpinta;19;7;2094;6971560;290960;Nurmo
C1050201;10028;Tie 8 Kruunupyy;Kokkolaan;8;327;2094;7070803;301559;Kruunupyy
C1050202;10028;Tie 8 Kruunupyy;Vaasaan;8;327;2094;7070803;301559;Kruunupyy
C1050209;10028;Tie 8 Kruunupyy;Tienpinta;8;327;2094;7070803;301559;Kruunupyy
C1050301;10026;Tie 8 Lapväärtti;Vaasaan;8;218;765;6916091;213636;Kristiinankaupunki
C1050302;10026;Tie 8 Lapväärtti;Poriin;8;218;765;6916091;213636;Kristiinankaupunki
C1050309;10026;Tie 8 Lapväärtti;Tienpinta;8;218;765;6916091;213636;Kristiinankaupunki
C1050401;10007;Tie 3 Jalasjärvi;Vaasaan;3;226;1280;6932578;281987;Jalasjärvi
C1050402;10007;Tie 3 Jalasjärvi;Tampereelle;3;226;1280;6932578;281987;Jalasjärvi
C1050409;10007;Tie 3 Jalasjärvi;Tienpinta;3;226;1280;6932578;281987;Jalasjärvi
C1050501;10003;Tie 8 Mustasaari, Koivulahti;Kokkolaan;8;305;1250;7013968;241627;Mustasaari
C1050502;10003;Tie 8 Mustasaari, Koivulahti;Vaasaan;8;305;1250;7013968;241627;Mustasaari
C1050509;10003;Tie 8 Mustasaari, Koivulahti;Tienpinta;8;305;1250;7013968;241627;Mustasaari
C1050601;10022;Tie 724 Raippaluoto;Raippaluotoon;724;5;497;7020589;222301;Mustasaari
C1050602;10022;Tie 724 Raippaluoto;Vaasaan;724;5;497;7020589;222301;Mustasaari
C1050607;10022;Tie 724 Raippaluoto;Merimaisema1;724;5;497;7020589;222301;Mustasaari
C1050608;10022;Tie 724 Raippaluoto;Merimaisema2;724;5;497;7020589;222301;Mustasaari
C1050609;10022;Tie 724 Raippaluoto;Tienpinta;724;5;497;7020589;222301;Mustasaari
C1050701;10042;Tie 19 Kauhava;Uusikaarlepyyhyn;19;16;1548;7003809;296218;Kauhava
C1050702;10042;Tie 19 Kauhava;Lapualle;19;16;1548;7003809;296218;Kauhava
C1050709;10042;Tie 19 Kauhava;Tienpinta;19;16;1548;7003809;296218;Kauhava
C1050801;10046;Tie 3 Vaasa;Vaasaan;3;250;5689;7004556;232246;Vaasa
C1050802;10046;Tie 3 Vaasa;Laihialle;3;250;5689;7004556;232246;Vaasa
C1050803;10046;Tie 3 Vaasa;Tie 7156 Vanha Vaasa;3;250;5689;7004556;232246;Vaasa
C1050804;10046;Tie 3 Vaasa;Tie 7156 Vanha Satama;3;250;5689;7004556;232246;Vaasa
C1050809;10046;Tie 3 Vaasa;Tienpinta;3;250;5689;7004556;232246;Vaasa
C1051001;10022;Tie 724 Raippaluoto, manner;Raippaluotoon;724;4;1841;7020523;222875;Mustasaari
C1051002;10022;Tie 724 Raippaluoto, manner;Vaasaan;724;4;1841;7020523;222875;Mustasaari
C1051009;10022;Tie 724 Raippaluoto, manner;Tienpinta;724;4;1841;7020523;222875;Mustasaari
C1051101;10022;Tie 724 Raippaluoto, saari;Raippaluotoon;724;5;708;7020607;222095;Mustasaari
C1051102;10022;Tie 724 Raippaluoto, saari;Vaasaan;724;5;708;7020607;222095;Mustasaari
C1051109;10022;Tie 724 Raippaluoto, saari;Tienpinta;724;5;708;7020607;222095;Mustasaari
C1051201;10024;Tie 8 Lohtaja;Ouluun;8;410;71;7102319;330703;Lohtaja
C1051202;10024;Tie 8 Lohtaja;Kokkolaan;8;410;71;7102319;330703;Lohtaja
C1051209;10024;Tie 8 Lohtaja;Tienpinta;8;410;71;7102319;330703;Lohtaja
C1051301;10004;Tie 8 Oravainen;Kokkolaan;8;311;7072;7026603;268017;Vöyri
C1051302;10004;Tie 8 Oravainen;Vaasaan;8;311;7072;7026603;268017;Vöyri
C1051309;10004;Tie 8 Oravainen;Tienpinta;8;311;7072;7026603;268017;Vöyri
C1051401;10008;Tie 3 Kurikka, Tuiskula;Vaasaan;3;234;3445;6955442;266215;Kurikka
C1051402;10008;Tie 3 Kurikka, Tuiskula;Tampereelle;3;234;3445;6955442;266215;Kurikka
C1051409;10008;Tie 3 Kurikka, Tuiskula;Tienpinta;3;234;3445;6955442;266215;Kurikka
C1051501;10018;Tie 18 Ähtäri, Inha;Jyväskylä;18;27;705;6937853;355400;Ähtäri
C1051502;10018;Tie 18 Ähtäri, Inha;Ähtäriin;18;27;705;6937853;355400;Ähtäri
C1051509;10018;Tie 18 Ähtäri, Inha;Tienpinta;18;27;705;6937853;355400;Ähtäri
C1051601;10040;Tie 18 Vähäkyrö, Tervajoki;Seinäjoelle;18;2;4880;6995439;254317;Vähäkyrö
C1051602;10040;Tie 18 Vähäkyrö, Tervajoki;Laihialle;18;2;4880;6995439;254317;Vähäkyrö
C1051609;10040;Tie 18 Vähäkyrö, Tervajoki;Tienpinta;18;2;4880;6995439;254317;Vähäkyrö
C1051701;11007;Tie 13 Perho, Oksakoski;Kyyjärvelle;13;118;4628;7017220;364129;Perho
C1051702;11007;Tie 13 Perho, Oksakoski;Kokkolaan;13;118;4628;7017220;364129;Perho
C1051709;11007;Tie 13 Perho, Oksakoski;Tienpinta;13;118;4628;7017220;364129;Perho
C1051801;10019;Tie 68 Evijärvi;Pietarsaareen;68;29;86;7030644;323138;Evijärvi
C1051802;10019;Tie 68 Evijärvi;Alajärvelle;68;29;86;7030644;323138;Evijärvi
C1051809;10019;Tie 68 Evijärvi;Tienpinta;68;29;86;7030644;323138;Evijärvi
C1051901;11002;Tie 28 Eskola;Nivalaan;28;8;6998;7090084;358991;Kannus
C1051902;11002;Tie 28 Eskola;Kokkolaan;28;8;6998;7090084;358991;Kannus
